ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4192	"DLG4"	"DLG4"	chr17	-	7203192	7203613	7203192	7203329	7203423	7203613	4192	0,0,17	0,0,101	1,9,4	10,84,64	138	69	1	1.0	NA,NA,0.078	0.048,0.051,0.03	0.035
4193	"DLG4"	"DLG4"	chr17	-	7203423	7203793	7203423	7203593	7203691	7203793	4193	0,0,7	0,0,108	0,11,6	9,103,53	138	69	1	1.0	NA,NA,0.031	0.0,0.051,0.054	-0.004
4194	"DLG4"	"DLG4"	chr17	-	7203423	7203793	7203423	7203593	7203722	7203793	4194	0,0,4	0,0,1	0,8,5	0,0,0	138	69	1	1.0	NA,NA,0.667	NA,1.0,1.0	-0.333
4195	"DLG4"	"DLG4"	chr17	-	7203722	7204058	7203722	7203816	7204007	7204058	4195	0,0,14	6,0,202	0,11,4	9,121,78	138	69	1	1.0	0.0,NA,0.033	0.0,0.043,0.025	-0.006
4196	"DLG4"	"DLG4"	chr17	-	7203722	7204067	7203722	7203793	7204007	7204067	4196	0,0,11	0,0,2	0,4,3	0,1,1	138	69	1	1.0	NA,NA,0.733	NA,0.667,0.6	0.1
4197	"OSBP2"	"OSBP2"	chr22	+	30893637	30893989	30893637	30893733	30893816	30893989	4197	4,0,70	37,0,574	4,20,32	66,187,423	138	69	1	1.0	0.051,NA,0.057	0.029,0.051,0.036	0.015
4198	"DERL2"	"DERL2"	chr17	-	5480053	5480543	5480053	5480144	5480386	5480543	4198	3,0,5	12,0,50	0,6,4	26,39,33	138	69	1	1.0	0.111,NA,0.048	0.0,0.071,0.057	0.037
4199	"DERL2"	"DERL2"	chr17	-	5481100	5481389	5481100	5481139	5481295	5481389	4199	0,0,20	0,0,0	7,17,16	0,2,0	138	69	1	1.0	NA,NA,1.0	1.0,0.81,1.0	0.063
4200	"DERL2"	"DERL2"	chr17	-	5481100	5481389	5481100	5481142	5481295	5481389	4200	0,0,20	0,0,3	7,17,16	0,0,0	138	69	1	1.0	NA,NA,0.769	1.0,1.0,1.0	-0.231
4201	"KMT2D"	"KMT2D"	chr12	-	49041916	49042309	49041916	49041990	49042088	49042309	4201	8,0,1	0,0,17	2,0,4	0,14,2	138	69	1	1.0	1.0,NA,0.029	1.0,0.0,0.5	0.014
4202	"KMT2D"	"KMT2D"	chr12	-	49042731	49043186	49042731	49042878	49043075	49043186	4202	0,0,0	13,0,22	2,2,1	0,18,22	138	69	1	1.0	0.0,NA,0.0	1.0,0.053,0.022	-0.358
4203	"KMT2D"	"KMT2D"	chr12	-	49044190	49044522	49044190	49044304	49044402	49044522	4203	2,0,0	12,0,19	5,0,1	0,17,11	138	69	1	1.0	0.077,NA,0.0	1.0,0.0,0.043	-0.309
4204	"GAB3"	"GAB3"	chrX	-	154697131	154697559	154697131	154697213	154697409	154697559	4204	0,0,3	0,0,9	0,1,6	3,3,6	138	69	1	1.0	NA,NA,0.143	0.0,0.143,0.333	-0.016
4205	"BTBD6"	"BTBD6"	chr14	+	105249181	105249478	105249181	105249247	105249359	105249478	4205	0,0,29	3,0,97	0,9,6	4,49,38	138	69	1	1.0	0.0,NA,0.13	0.0,0.084,0.073	0.013
4206	"INTS6"	"INTS6"	chr13	-	51383328	51383613	51383328	51383461	51383588	51383613	4206	0,2,10	2,0,42	6,5,9	36,38,55	138	69	0.796704193671	1.0	0.0,1.0,0.106	0.077,0.062,0.076	0.297
4208	"LIMD2"	"LIMD2"	chr17	-	63699027	63699395	63699027	63699069	63699256	63699395	4208	36,0,3	46,0,48	0,4,20	9,33,54	138	69	1	1.0	0.281,NA,0.03	0.0,0.057,0.156	0.085
4209	"VAPB"	"VAPB"	chr20	+	58434423	58434705	58434423	58434506	58434601	58434705	4209	0,1,12	0,0,1	0,11,21	0,0,0	138	69	1	1.0	NA,1.0,0.857	NA,1.0,1.0	-0.072
4210	"VAPB"	"VAPB"	chr20	+	58438944	58439308	58438944	58439025	58439110	58439308	4210	0,0,19	0,0,4	6,7,23	0,3,1	138	69	1	1.0	NA,NA,0.704	1.0,0.538,0.92	-0.115
4211	"VAPB"	"VAPB"	chr20	+	58438944	58439308	58438944	58439025	58439135	58439308	4211	0,0,19	0,0,2	6,7,23	0,0,0	138	69	1	1.0	NA,NA,0.826	1.0,1.0,1.0	-0.174
4212	"VAPB"	"VAPB"	chr20	+	58438944	58439308	58438944	58439025	58439145	58439308	4212	0,0,19	47,0,187	6,7,23	99,182,216	138	69	1	1.0	0.0,NA,0.048	0.029,0.019,0.051	-0.009
4213	"VAPB"	"VAPB"	chr20	+	58438944	58439308	58438944	58439025	58439248	58439308	4213	71,0,65	0,0,1	224,77,106	0,0,3	138	69	1	1.0	1.0,NA,0.97	1.0,1.0,0.946	0.003
4214	"ATL2"	"ATL2"	chr2	-	38317238	38318639	38317238	38317452	38318534	38318639	4214	10,0,0	0,0,2	0,5,3	0,0,0	138	69	1	1.0	1.0,NA,0.0	NA,1.0,1.0	-0.5
4215	"NFKB2"	"NFKB2"	chr10	+	102399327	102399718	102399327	102399497	102399576	102399718	4215	0,0,0	5,0,2	0,1,1	4,10,8	138	69	1	1.0	0.0,NA,0.0	0.0,0.048,0.059	-0.036
4218	"PFDN5"	"PFDN5"	chr12	+	53297867	53298150	53297867	53297924	53298044	53298150	4218	7,5,41	142,7,327	6,30,25	155,302,283	138	69	0.33669572575	1.0	0.024,0.263,0.059	0.019,0.047,0.042	0.079
4219	"STON2"	"STON2"	chr14	-	81260653	81268497	81260653	81261931	81268105	81268497	4219	23,0,208	0,0,0	12,192,131	0,1,0	138	69	1	1.0	1.0,NA,1.0	1.0,0.99,1.0	0.003
4220	"ATF6"	"ATF6"	chr1	+	161778243	161778695	161778243	161778320	161778669	161778695	4220	0,0,2	0,0,6	0,1,0	0,2,0	138	69	1	1.0	NA,NA,0.143	NA,0.2,NA	-0.057
4221	"HECTD4"	"HECTD4"	chr12	-	112243352	112243782	112243352	112243519	112243619	112243782	4221	0,0,6	14,0,55	0,4,9	9,30,49	138	69	1	1.0	0.0,NA,0.052	0.0,0.062,0.084	-0.023
4222	"DOCK5"	"DOCK5"	chr8	+	25300318	25300657	25300318	25300496	25300575	25300657	4222	3,0,1	0,0,3	0,1,1	3,1,0	138	69	1	1.0	1.0,NA,0.143	0.0,0.333,1.0	0.127
4223	"DOCK5"	"DOCK5"	chr8	+	25332251	25332692	25332251	25332348	25332602	25332692	4223	0,0,7	16,0,82	0,10,4	20,56,95	138	69	1	1.0	0.0,NA,0.041	0.0,0.082,0.021	-0.014
4224	"DOCK5"	"DOCK5"	chr8	+	25368191	25368687	25368191	25368250	25368570	25368687	4224	6,0,1	6,0,58	0,0,8	23,42,68	138	69	1	1.0	0.333,NA,0.009	0.0,0.0,0.056	0.152
4225	"DOCK5"	"DOCK5"	chr8	+	25388808	25389232	25388808	25388869	25389090	25389232	4225	0,0,2	8,0,0	0,5,7	0,0,0	138	69	1	1.0	0.0,NA,1.0	NA,1.0,1.0	-0.5
4226	"DOCK5"	"DOCK5"	chr8	+	25388808	25389232	25388808	25388946	25389090	25389232	4226	0,0,2	0,0,0	0,5,7	0,1,0	138	69	1	1.0	NA,NA,1.0	NA,0.714,1.0	0.143
4227	"DOCK5"	"DOCK5"	chr8	+	25409969	25410202	25409969	25410007	25410098	25410202	4227	0,0,7	0,0,0	0,3,5	0,1,0	138	69	1	1.0	NA,NA,1.0	NA,0.6,1.0	0.2
4228	"EIF4B"	"EIF4B"	chr12	+	53022253	53022627	53022253	53022366	53022492	53022627	4228	0,0,7	0,0,5	2,5,4	0,1,3	138	69	1	1.0	NA,NA,0.412	1.0,0.714,0.4	-0.293
4229	"EIF4B"	"EIF4B"	chr12	+	53027783	53028188	53027783	53027919	53028014	53028188	4229	0,0,17	153,14,233	0,24,5	103,240,198	138	69	0.358804384167	1.0	0.0,0.0,0.035	0.0,0.048,0.012	-0.008
4230	"EIF4B"	"EIF4B"	chr12	+	53039234	53039702	53039234	53039343	53039629	53039702	4230	10,0,15	60,18,183	1,10,12	46,178,123	138	69	0.252725382315	1.0	0.077,0.0,0.039	0.011,0.027,0.047	0.01
4231	"PDE4B"	"PDE4B"	chr1	+	66332107	66332620	66332107	66332259	66332507	66332620	4231	6,0,0	0,0,0	2,1,6	0,1,0	138	69	1	1.0	1.0,NA,NA	1.0,0.333,1.0	0.222
4232	"RARS2"	"RARS2"	chr6	-	87513934	87514499	87513934	87514283	87514427	87514499	4232	0,0,12	0,0,0	0,3,5	0,0,2	138	69	1	1.0	NA,NA,1.0	NA,1.0,0.556	0.222
4233	"VRK3"	"VRK3"	chr19	-	50015731	50016163	50015731	50015793	50016023	50016163	4233	0,0,2	0,0,0	0,0,5	0,1,1	138	69	1	1.0	NA,NA,1.0	NA,0.0,0.714	0.643
4234	"SLC11A2"	"SLC11A2"	chr12	-	50979782	50981803	50979782	50980056	50981638	50981803	4234	2,0,3	0,0,0	0,0,0	0,1,0	138	69	1	1.0	1.0,NA,1.0	NA,0.0,NA	1.0
4235	"SLC11A2"	"SLC11A2"	chr12	-	51005310	51005677	51005310	51005436	51005599	51005677	4235	0,0,3	0,0,0	0,2,0	0,0,1	138	69	1	1.0	NA,NA,1.0	NA,1.0,0.0	0.5
4236	"NDUFAF3"	"NDUFAF3"	chr3	+	49022120	49022441	49022120	49022221	49022345	49022441	4236	5,0,260	45,0,144	9,76,82	45,87,124	138	69	1	1.0	0.053,NA,0.474	0.091,0.304,0.248	0.049
4237	"NDUFAF3"	"NDUFAF3"	chr3	+	49022638	49022976	49022638	49022768	49022875	49022976	4237	2,0,70	84,0,1695	4,34,54	294,787,1350	138	69	1	1.0	0.012,NA,0.02	0.007,0.021,0.02	0.0
4238	"RPUSD1"	"RPUSD1"	chr16	-	786824	787179	786824	786928	787067	787179	4238	0,0,0	0,0,3	0,1,1	0,1,0	138	69	1	1.0	NA,NA,0.0	NA,0.333,1.0	-0.666
4239	"RPUSD1"	"RPUSD1"	chr16	-	786824	787179	786824	786928	787076	787179	4239	0,0,0	0,0,15	0,1,1	0,12,6	138	69	1	1.0	NA,NA,0.0	NA,0.04,0.077	-0.058
4240	"DBNL"	"DBNL"	chr7	+	44058113	44058480	44058113	44058280	44058428	44058480	4240	0,0,115	33,0,272	1,35,46	12,100,155	138	69	1	1.0	0.0,NA,0.175	0.04,0.149,0.129	-0.019
4241	"DBNL"	"DBNL"	chr7	+	44058113	44058480	44058113	44058280	44058431	44058480	4241	0,0,223	119,0,895	3,75,125	55,418,531	138	69	1	1.0	0.0,NA,0.111	0.027,0.082,0.105	-0.016
4243	"CDK2AP2"	"CDK2AP2"	chr11	-	67507591	67508162	67507591	67507689	67507849	67508162	4243	0,0,49	0,0,1	0,26,24	0,0,0	138	69	1	1.0	NA,NA,0.961	NA,1.0,1.0	-0.039
4244	"DPH7"	"DPH7"	chr9	-	137575708	137576167	137575708	137575892	137576079	137576167	4244	0,0,0	0,0,1	0,0,1	0,0,0	138	69	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
4245	"SUSD1"	"SUSD1"	chr9	-	112041868	112042165	112041868	112041960	112042100	112042165	4245	6,0,54	8,0,5	4,48,48	0,1,5	138	69	1	1.0	0.273,NA,0.844	1.0,0.96,0.828	-0.371
4246	"VPS8"	"VPS8"	chr3	+	184849693	184850022	184849693	184849800	184849935	184850022	4246	0,0,15	0,0,0	3,9,12	0,1,1	138	69	1	1.0	NA,NA,1.0	1.0,0.818,0.857	0.108
4247	"VPS8"	"VPS8"	chr3	+	184914994	184915474	184914994	184915053	184915354	184915474	4247	0,0,25	25,0,121	1,16,20	30,78,135	138	69	1	1.0	0.0,NA,0.094	0.016,0.093,0.069	-0.012
4248	"TMBIM1"	"TMBIM1"	chr2	-	218277632	218277992	218277632	218277670	218277934	218277992	4248	0,0,41	54,1,1801	4,13,17	202,735,903	138	69	0.945672387358	1.0	0.0,0.0,0.011	0.01,0.009,0.009	-0.006
4249	"TMBIM1"	"TMBIM1"	chr2	-	218277632	218277992	218277632	218277670	218277935	218277992	4249	0,0,43	0,0,1	4,14,18	0,0,0	138	69	1	1.0	NA,NA,0.956	1.0,1.0,1.0	-0.044
4250	"TMBIM1"	"TMBIM1"	chr2	-	218279037	218279329	218279037	218279091	218279288	218279329	4250	17,0,470	296,1,2155	12,171,162	425,978,1394	138	69	0.0430963300092	1.0	0.028,0.0,0.098	0.014,0.08,0.055	-0.008
4251	"TMBIM1"	"TMBIM1"	chr2	-	218279288	218279730	218279288	218279353	218279616	218279730	4251	0,0,80	0,0,0	0,17,28	0,2,0	138	69	1	1.0	NA,NA,1.0	NA,0.81,1.0	0.095
4252	"FAM110A"	"FAM110A"	chr20	+	833714	834082	833714	833951	834058	834082	4252	0,0,34	0,0,2	1,18,13	0,0,0	138	69	1	1.0	NA,NA,0.895	1.0,1.0,1.0	-0.105
4253	"DCTN2"	"DCTN2"	chr12	-	57532014	57532348	57532014	57532106	57532212	57532348	4253	0,3,11	21,0,197	1,7,14	46,145,152	138	69	0.505741570682	1.0	0.0,1.0,0.027	0.011,0.024,0.044	0.316
4254	"DCTN2"	"DCTN2"	chr12	-	57532783	57533022	57532783	57532810	57532983	57533022	4254	0,0,63	84,0,226	0,21,34	49,163,181	138	69	1	1.0	0.0,NA,0.122	0.0,0.061,0.086	0.012
4255	"DCTN2"	"DCTN2"	chr12	-	57538252	57538524	57538252	57538347	57538482	57538524	4255	0,0,5	0,0,3	5,3,9	0,0,0	138	69	1	1.0	NA,NA,0.455	1.0,1.0,1.0	-0.545
4256	"ODC1-DT"	"ODC1-DT"	chr2	+	10455245	10455552	10455245	10455268	10455422	10455552	4256	0,0,19	0,0,3	2,9,25	0,0,0	138	69	1	1.0	NA,NA,0.76	1.0,1.0,1.0	-0.24
4257	"CHD4"	"CHD4"	chr12	-	6581037	6581385	6581037	6581173	6581290	6581385	4257	0,0,4	27,0,139	0,6,2	14,70,67	138	69	1	1.0	0.0,NA,0.014	0.0,0.041,0.015	-0.012
4258	"CHD4"	"CHD4"	chr12	-	6583026	6583375	6583026	6583113	6583197	6583375	4258	0,0,18	10,8,109	3,30,15	8,67,72	138	69	0.00333037353036	0.396064672098063	0.0,0.0,0.076	0.158,0.183,0.094	-0.12
4259	"CHD4"	"CHD4"	chr12	-	6592421	6592817	6592421	6592566	6592695	6592817	4259	0,0,6	4,0,66	0,3,2	16,35,49	138	69	1	1.0	0.0,NA,0.043	0.0,0.041,0.02	0.001
4260	"L3MBTL4"	"L3MBTL4"	chr18	-	6301902	6302173	6301902	6301957	6302082	6302173	4260	0,0,2	0,0,0	0,0,1	2,5,0	138	69	1	1.0	NA,NA,1.0	0.0,0.0,1.0	0.667
4261	"L3MBTL4"	"L3MBTL4"	chr18	-	6301902	6302173	6301902	6301957	6302089	6302173	4261	0,0,2	0,0,0	0,0,1	0,0,4	138	69	1	1.0	NA,NA,1.0	NA,NA,0.111	0.889
4262	"UBAP2L"	"UBAP2L"	chr1	+	154241512	154241797	154241512	154241565	154241699	154241797	4262	0,0,3	0,0,13	1,3,1	0,7,2	138	69	1	1.0	NA,NA,0.103	1.0,0.176,0.2	-0.356
4263	"UBAP2L"	"UBAP2L"	chr1	+	154257062	154257465	154257062	154257258	154257345	154257465	4263	0,0,5	12,0,41	0,5,1	11,15,13	138	69	1	1.0	0.0,NA,0.057	0.0,0.143,0.037	-0.032
4264	"JAK3"	"JAK3"	chr19	-	17832433	17832929	17832433	17832708	17832789	17832929	4264	0,0,26	9,0,121	0,4,24	38,35,114	138	69	1	1.0	0.0,NA,0.097	0.0,0.054,0.095	-0.001
4265	"JAK3"	"JAK3"	chr19	-	17832789	17833158	17832789	17832929	17833068	17833158	4265	0,0,6	0,0,0	0,7,18	0,0,1	138	69	1	1.0	NA,NA,1.0	NA,1.0,0.9	0.05
4266	"JAK3"	"JAK3"	chr19	-	17839179	17839663	17839179	17839246	17839476	17839663	4266	0,0,3	0,0,0	0,0,8	0,0,1	138	69	1	1.0	NA,NA,1.0	NA,NA,0.8	0.2
4267	"JAK3"	"JAK3"	chr19	-	17839179	17839663	17839179	17839293	17839476	17839663	4267	0,0,3	0,0,0	0,0,8	0,2,2	138	69	1	1.0	NA,NA,1.0	NA,0.0,0.667	0.666
4268	"JAK3"	"JAK3"	chr19	-	17843026	17843512	17843026	17843172	17843379	17843512	4268	0,0,7	25,0,141	4,2,9	15,75,129	138	69	1	1.0	0.0,NA,0.024	0.118,0.013,0.034	-0.043
4269	"BRIX1"	"BRIX1"	chr5	+	34922519	34922768	34922519	34922588	34922694	34922768	4269	6,0,0	8,0,12	0,2,5	5,18,31	138	69	1	1.0	0.273,NA,0.0	0.0,0.053,0.075	0.094
4270	"DDX41"	"DDX41"	chr5	-	177516060	177516447	177516060	177516193	177516287	177516447	4270	0,0,3	6,0,22	0,4,0	2,17,12	138	69	1	1.0	0.0,NA,0.064	0.0,0.105,0.0	-0.003
4271	"DDX41"	"DDX41"	chr5	-	177516287	177516835	177516287	177516532	177516724	177516835	4271	0,0,2	0,0,1	0,2,0	0,0,0	138	69	1	1.0	NA,NA,0.5	NA,1.0,NA	-0.5
4272	"TUBGCP4"	"TUBGCP4"	chr15	+	43400043	43400524	43400043	43400221	43400442	43400524	4272	0,6,30	0,0,0	0,13,17	0,1,0	138	69	1	1.0	NA,1.0,1.0	NA,0.867,1.0	0.067
4273	"LOC101928834"	"LOC101928834"	chr10	-	19722113	19722588	19722113	19722225	19722329	19722588	4273	0,0,8	27,0,92	0,6,4	16,86,31	138	69	1	1.0	0.0,NA,0.042	0.0,0.034,0.061	-0.011
4274	"SHARPIN"	"SHARPIN"	chr8	-	144098636	144098989	144098636	144098788	144098865	144098989	4274	0,0,26	8,0,94	0,8,14	25,43,99	138	69	1	1.0	0.0,NA,0.121	0.0,0.085,0.066	0.01
4275	"SHARPIN"	"SHARPIN"	chr8	-	144098865	144099121	144098865	144098994	144099080	144099121	4275	4,0,10	0,0,151	5,3,7	29,44,104	138	69	1	1.0	1.0,NA,0.032	0.079,0.033,0.033	0.468
4276	"SHARPIN"	"SHARPIN"	chr8	-	144099080	144099402	144099080	144099205	144099276	144099402	4276	10,0,17	27,0,100	10,6,17	33,25,99	138	69	1	1.0	0.156,NA,0.078	0.132,0.107,0.079	0.011
4277	"SHARPIN"	"SHARPIN"	chr8	-	144099509	144099841	144099509	144099618	144099702	144099841	4277	7,0,61	25,0,130	0,19,23	11,36,81	138	69	1	1.0	0.123,NA,0.19	0.0,0.209,0.124	0.046
4278	"SHARPIN"	"SHARPIN"	chr8	-	144099702	144100065	144099702	144099844	144099928	144100065	4278	0,0,19	27,0,132	0,1,4	26,56,140	138	69	1	1.0	0.0,NA,0.067	0.0,0.009,0.014	0.026
4279	"ARMC3"	"ARMC3"	chr10	+	22981328	22981700	22981328	22981492	22981594	22981700	4279	2,0,139	109,0,274	26,70,85	82,118,261	138	69	1	1.0	0.009,NA,0.202	0.137,0.229,0.14	-0.063
4280	"CRCP"	"CRCP"	chr7	+	66130743	66131069	66130743	66130842	66130999	66131069	4280	0,0,1	0,0,2	0,3,0	0,0,1	138	69	1	1.0	NA,NA,0.2	NA,1.0,0.0	-0.3
4281	"PTCRA"	"PTCRA"	chr6	+	42923886	42924273	42923886	42924037	42924228	42924273	4281	247,1,4315	2,0,11	396,1591,2062	12,2,1	138	69	0.725401403618	1.0	0.984,1.0,0.995	0.943,0.997,0.999	0.013
4282	"HNRNPA2B1"	"HNRNPA2B1"	chr7	-	26196400	26196653	26196400	26196481	26196556	26196653	4282	7,7,326	74,0,978	9,197,161	64,591,547	138	69	0.381497115568	1.0	0.045,1.0,0.143	0.066,0.143,0.128	0.284
4283	"HNRNPA2B1"	"HNRNPA2B1"	chr7	-	26197314	26197730	26197314	26197461	26197621	26197730	4283	44,0,223	520,22,1674	14,111,130	318,1020,1225	138	69	0.244688117471	1.0	0.041,0.0,0.062	0.022,0.052,0.05	-0.007
4284	"HNRNPA2B1"	"HNRNPA2B1"	chr7	-	26197621	26197884	26197621	26197732	26197830	26197884	4284	32,0,173	11,7,35	23,68,99	1,27,45	138	69	0.201321173465	1.0	0.593,0.0,0.712	0.92,0.557,0.524	-0.232
4285	"WDR24"	"WDR24"	chr16	-	685723	685990	685723	685783	685868	685990	4285	0,0,0	10,0,2	0,0,2	0,4,1	138	69	1	1.0	0.0,NA,0.0	NA,0.0,0.5	-0.25
4286	"WDR24"	"WDR24"	chr16	-	685723	686186	685723	685990	686067	686186	4286	0,0,0	0,0,2	0,0,2	0,0,3	138	69	1	1.0	NA,NA,0.0	NA,NA,0.25	-0.25
4287	"ITGAX"	"ITGAX"	chr16	+	31371083	31371439	31371083	31371214	31371333	31371439	4287	0,0,0	0,0,14	0,5,1	3,28,9	138	69	1	1.0	NA,NA,0.0	0.0,0.082,0.053	-0.045
4288	"SNX1"	"SNX1"	chr15	+	64129872	64130321	64129872	64130029	64130227	64130321	4288	0,0,8	47,3,140	1,5,17	37,125,113	138	69	0.031651301528	1.0	0.0,0.0,0.028	0.013,0.02,0.07	-0.025
4289	"EVI5L"	"EVI5L"	chr19	+	7851433	7851722	7851433	7851577	7851680	7851722	4289	0,0,1	0,0,22	0,0,2	0,14,21	138	69	1	1.0	NA,NA,0.022	NA,0.0,0.045	-0.001
4290	"EVI5L"	"EVI5L"	chr19	+	7862971	7863346	7862971	7863067	7863184	7863346	4290	0,0,11	12,0,71	0,3,8	2,28,37	138	69	1	1.0	0.0,NA,0.072	0.0,0.051,0.098	-0.014
4291	"NR4A3"	"NR4A3"	chr9	+	99833281	99834059	99833281	99833454	99833867	99834059	4291	0,0,2	0,0,0	0,0,0	0,0,1	138	69	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
4292	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19719442	19719698	19719442	19719533	19719601	19719698	4292	35,0,285	0,0,0	33,129,161	0,3,0	137	69	1	1.0	1.0,NA,1.0	1.0,0.956,1.0	0.015
4293	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19719601	19719968	19719601	19719698	19719781	19719968	4293	8,0,100	0,0,1	19,50,86	0,1,0	138	69	1	1.0	1.0,NA,0.98	1.0,0.962,1.0	0.003
4294	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19719442	19719892	19719442	19719698	19719805	19719892	4294	28,0,242	500,0,2958	46,116,146	437,1496,2290	138	69	1	1.0	0.027,NA,0.039	0.05,0.037,0.031	-0.006
4295	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19719805	19720235	19719805	19719892	19720097	19720235	4295	3,0,18	0,0,0	0,7,22	0,0,2	138	69	1	1.0	1.0,NA,1.0	NA,1.0,0.846	0.077
4296	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19719805	19720235	19719805	19719892	19720114	19720235	4296	5,0,68	340,0,4676	0,25,50	396,2057,2704	138	69	1	1.0	0.007,NA,0.007	0.0,0.006,0.009	0.002
4297	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19719781	19720238	19719781	19719968	19720114	19720238	4297	2,0,52	0,0,0	0,18,29	0,0,1	138	69	1	1.0	1.0,NA,1.0	NA,1.0,0.935	0.032
4298	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19719805	19720235	19719805	19719892	19720116	19720235	4298	9,0,18	0,0,1	13,7,22	0,0,0	138	69	1	1.0	1.0,NA,0.9	1.0,1.0,1.0	-0.05
4299	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19720097	19720454	19720097	19720235	19720319	19720454	4299	11,0,205	0,0,1	9,74,73	0,0,0	138	69	1	1.0	1.0,NA,0.99	1.0,1.0,1.0	-0.005
4300	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19720097	19720454	19720097	19720238	19720319	19720454	4300	10,1,261	335,7,7054	9,89,105	403,2696,3656	138	69	0.212943825453	1.0	0.015,0.067,0.018	0.011,0.016,0.014	0.02
4301	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19720641	19720869	19720641	19720666	19720767	19720869	4301	12,0,1150	518,1,3840	16,728,806	483,1948,2927	138	69	0.0365709544918	1.0	0.011,0.0,0.13	0.016,0.157,0.121	-0.051
4302	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19720767	19721044	19720767	19720869	19720950	19721044	4302	31,0,364	0,0,0	20,151,319	0,0,2	138	69	1	1.0	1.0,NA,1.0	1.0,1.0,0.988	0.004
4303	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19720767	19721044	19720767	19720869	19721005	19721044	4303	31,0,366	0,0,1	20,151,319	0,1,0	138	69	1	1.0	1.0,NA,0.995	1.0,0.987,1.0	0.002
4304	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19721617	19721957	19721617	19721736	19721821	19721957	4304	21,0,969	181,0,8612	51,292,300	326,2369,2492	138	69	1	1.0	0.055,NA,0.053	0.073,0.058,0.057	-0.009
4305	"SEPT5-GP1BB"	"SEPT5-GP1BB"	chr22	+	19721895	19722339	19721895	19721957	19722236	19722339	4305	26,0,1553	294,4,8254	43,463,601	352,2097,2809	138	69	0.0592121923864	1.0	0.042,0.0,0.086	0.058,0.099,0.097	-0.042
4307	"CNTLN"	"CNTLN"	chr9	+	17366616	17367038	17366616	17366717	17366926	17367038	4307	1,0,4	5,0,3	0,1,4	0,0,1	138	69	1	1.0	0.091,NA,0.4	NA,1.0,0.667	-0.588
4309	"RNF214"	"RNF214"	chr11	+	117238600	117239111	117238600	117238646	117238801	117239111	4309	1,0,8	0,0,0	3,14,9	0,1,0	138	69	1	1.0	1.0,NA,1.0	1.0,0.875,1.0	0.042
4310	"HDAC5"	"HDAC5"	chr17	-	44078499	44078873	44078499	44078665	44078794	44078873	4310	4,0,54	72,7,398	15,25,38	31,192,244	138	69	0.0619613209172	1.0	0.027,0.0,0.064	0.195,0.061,0.072	-0.079
4311	"HDAC5"	"HDAC5"	chr17	-	44080400	44080852	44080400	44080498	44080762	44080852	4311	0,0,23	48,0,352	0,23,30	22,214,255	138	69	1	1.0	0.0,NA,0.032	0.0,0.051,0.056	-0.02
4312	"HDAC5"	"HDAC5"	chr17	-	44082602	44082820	44082602	44082646	44082764	44082820	4312	0,0,48	0,0,1	6,26,43	0,0,0	138	69	1	1.0	NA,NA,0.96	1.0,1.0,1.0	-0.04
4313	"HDAC5"	"HDAC5"	chr17	-	44082602	44082820	44082602	44082672	44082764	44082820	4313	0,0,12	12,0,412	0,3,13	53,220,262	138	69	1	1.0	0.0,NA,0.014	0.0,0.007,0.024	-0.003
4314	"HDAC5"	"HDAC5"	chr17	-	44092395	44092806	44092395	44092527	44092675	44092806	4314	0,0,50	0,0,301	0,22,30	20,175,207	138	69	1	1.0	NA,NA,0.077	0.0,0.059,0.068	0.035
4315	"HDAC5"	"HDAC5"	chr17	-	44093091	44093482	44093091	44093206	44093313	44093482	4315	1,0,48	51,0,338	0,29,35	24,157,200	138	69	1	1.0	0.01,NA,0.066	0.0,0.085,0.08	-0.017
4316	"ZNF542P"	"ZNF542P"	chr19	+	56368846	56369337	56368846	56368936	56369278	56369337	4316	4,0,133	19,0,254	18,71,43	97,107,174	138	69	1	1.0	0.095,NA,0.207	0.085,0.249,0.11	0.003
4317	"STX12"	"STX12"	chr1	+	27793309	27793632	27793309	27793355	27793532	27793632	4317	0,0,1	0,0,0	0,8,14	0,2,0	138	69	1	1.0	NA,NA,1.0	NA,0.667,1.0	0.166
